id,name,staticDataUrl,dynamicDataUrl,limitedAccess,uuid,latitude,longitude,city,country_code,province,region,mark,usage,accessPoints,capacity,contactPersons,minimumHeightInMeters,openingTimes,tariffs
84,"P+R Meerssenerweg",https://npropendata.rdw.nl/parkingdata/v2/static/962cba9a-1fa3-4225-be4f-e62cd29cb5d1,,1,962cba9a-1fa3-4225-be4f-e62cd29cb5d1,50.87097,5.706491,Maastricht,nl,Limburg,Zuid-Nederland,average,garage,1,66,0,225.0,1,0
85,Postelstraat,https://npropendata.rdw.nl/parkingdata/v2/static/5a4c2588-c8dc-407d-8072-e153dd7f58ca,,0,5a4c2588-c8dc-407d-8072-e153dd7f58ca,51.6883157249176,5.3007145809885,"'s-Hertogenbosch",nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
86,"Zone 1A",https://npropendata.rdw.nl/parkingdata/v2/static/48fba0b9-d622-42e2-a387-c174d93144de,,0,48fba0b9-d622-42e2-a387-c174d93144de,52.9588090921183,4.76451592895352,"Den Helder",nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
87,"Straatparkeren Bergweg (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/0138f23e-fd2d-465f-9b2b-c5e1937ee897,,0,0138f23e-fd2d-465f-9b2b-c5e1937ee897,,,,,,,onstreet,onstreet,0,,0,,0,1
88,"P+R Gasstraat (Oss)",https://npropendata.rdw.nl/parkingdata/v2/static/4062b434-a336-44eb-95bb-521a3cae8431,,0,4062b434-a336-44eb-95bb-521a3cae8431,51.764789,5.531403,Oss,nl,Noord-Brabant,Zuid-Nederland,average,"park and ride",1,377,0,2.1,1,1
89,"OZ25-02_U1 Ferd.Bol, Cuyp WS",https://npropendata.rdw.nl/parkingdata/v2/static/8ae479ba-897d-419f-871c-231cc1363a34,,0,8ae479ba-897d-419f-871c-231cc1363a34,52.3554909018475,4.89204791139269,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
90,"Terrein Taxandriaweg II (Waalwijk)",https://npropendata.rdw.nl/parkingdata/v2/static/1d1f2f01-cd11-4684-b9de-1341ed9f63af,,0,1d1f2f01-cd11-4684-b9de-1341ed9f63af,51.692095,5.063661,Waalwijk,nl,Noord-Brabant,Zuid-Nederland,average,terrain,1,,0,0.0,1,1
91,"Vergunningzone 3",https://npropendata.rdw.nl/parkingdata/v2/static/35e4e38a-4b2e-4dc6-91d5-07cac414759b,,0,35e4e38a-4b2e-4dc6-91d5-07cac414759b,51.3362571005282,3.82418670721009,Terneuzen,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,0
92,Dichterswijk-oost,https://npropendata.rdw.nl/parkingdata/v2/static/76cf025a-ea4b-432d-8b5f-60f1a6d35d04,,0,76cf025a-ea4b-432d-8b5f-60f1a6d35d04,52.0840904725185,5.11023883245545,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
93,"Buitenschil Gijsbrecht Gladiolusstraat",https://npropendata.rdw.nl/parkingdata/v2/static/bced6dd2-ec2b-4a87-9f9a-6bd5d7e4957a,,0,bced6dd2-ec2b-4a87-9f9a-6bd5d7e4957a,52.21529063609,5.16447499949218,Hilversum,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
94,"Carpoolparkeren Tilburg-Noord- Loon op Zand, Loon op Zand (Loon op Zand)",https://npropendata.rdw.nl/parkingdata/v2/static/28e64b9d-f96a-4a97-8eef-c95805925a3d,,0,28e64b9d-f96a-4a97-8eef-c95805925a3d,,,,,,,bad,carpool,0,,0,,0,1
95,"Vruchtenbuurt Kraag",https://npropendata.rdw.nl/parkingdata/v2/static/856f313c-df59-4afb-8ce4-d7b0286060c2,,0,856f313c-df59-4afb-8ce4-d7b0286060c2,52.0669997642128,4.25425014021898,"Den Haag",nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,0
96,"Steenweg 2",https://npropendata.rdw.nl/parkingdata/v2/static/58424145-3260-4b5e-9fc5-c10db96a635b,,0,58424145-3260-4b5e-9fc5-c10db96a635b,,,,,,,onstreet,onstreet,0,,0,,0,0
97,"Regentessekwartier Duinoord Beeklaan hoek Galileistraat",https://npropendata.rdw.nl/parkingdata/v2/static/822cf49c-4a42-4f6a-af3f-092a5f480716,,0,822cf49c-4a42-4f6a-af3f-092a5f480716,52.0760099484105,4.27981121994939,"Den Haag",nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
98,Vogelenbuurt,https://npropendata.rdw.nl/parkingdata/v2/static/7ad12092-a4a2-4086-a6f7-fbdd2fb10260,,0,7ad12092-a4a2-4086-a6f7-fbdd2fb10260,52.0994366531913,5.11933679311295,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
99,"Garage Koopgoot (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/b3a29b8f-a0ea-484d-8851-bdd29d91df6c,,0,b3a29b8f-a0ea-484d-8851-bdd29d91df6c,51.919229,4.481458,Rotterdam,nl,Zuid-Holland,Zuidwest-Nederland,average,garage,1,435,0,1.95,1,1
100,"P+R station Vlaardingen-Oost, Burg van Lierplein, Vlaardingen (Vlaardingen)",https://npropendata.rdw.nl/parkingdata/v2/static/7b2516e0-f874-45ab-86d0-22a9e254c8cb,,0,7b2516e0-f874-45ab-86d0-22a9e254c8cb,,,,,,,bad,"park and ride",0,,0,,0,1
101,"Terrein TD gebouw (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/9359f12e-ff71-489b-be80-6b151197915b,,0,9359f12e-ff71-489b-be80-6b151197915b,51.433231,5.477712,Eindhoven,nl,Noord-Brabant,Zuid-Nederland,average,terrain,1,103,0,0.0,1,1
102,"P+R Slotlaan (Capelle aan den IJssel)",https://npropendata.rdw.nl/parkingdata/v2/static/038f6769-79e9-48d8-afc7-be348abdd0dc,,0,038f6769-79e9-48d8-afc7-be348abdd0dc,51.928432,4.580111,"Capelle aan den IJssel",nl,Zuid-Holland,Zuidwest-Nederland,average,"park and ride",1,109,0,0.0,1,1
103,Diepswal,https://npropendata.rdw.nl/parkingdata/v2/static/823ad8f8-bd75-4fdb-811d-c7609f564400,,0,823ad8f8-bd75-4fdb-811d-c7609f564400,53.3253671577206,6.00072395791262,Dongeradeel,nl,"Fryslân",Noord-Nederland,onstreet,onstreet,0,,0,,0,1
104,"Zone 611",https://npropendata.rdw.nl/parkingdata/v2/static/c976642e-f74d-4197-88a3-3a1b3995c551,,0,c976642e-f74d-4197-88a3-3a1b3995c551,51.9263206930415,4.48984451853822,Rotterdam,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
105,"Terrein B2 (Leeuwarden)",https://npropendata.rdw.nl/parkingdata/v2/static/5b546af2-0bec-4685-a6f4-c88a638fce15,,0,5b546af2-0bec-4685-a6f4-c88a638fce15,,,,,,,bad,terrain,0,,0,,0,1
106,"Stadstuinen en Handelsweg Oost",https://npropendata.rdw.nl/parkingdata/v2/static/ab8e6807-798d-4cdd-a1a2-27c32c044581,,0,ab8e6807-798d-4cdd-a1a2-27c32c044581,52.3020244845027,4.86481574242467,Amstelveen,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
107,"Carpool Parkeren Bemmel, Baalsestraat Haalderen (Lingewaard)",https://npropendata.rdw.nl/parkingdata/v2/static/b611044d-299a-4e41-b722-866a1037b396,,0,b611044d-299a-4e41-b722-866a1037b396,,,,,,,bad,carpool,0,,0,,0,1
108,"Straatparkeren Boschplein (Sneek)",https://npropendata.rdw.nl/parkingdata/v2/static/2fcceef1-176d-485d-a6eb-22a8fc0fa86f,,0,2fcceef1-176d-485d-a6eb-22a8fc0fa86f,,,,,,,onstreet,onstreet,0,,0,,0,0
109,"Straatparkeren Damplein (Middelburg)",https://npropendata.rdw.nl/parkingdata/v2/static/f45cff8d-09f0-4b34-a9c7-d428a52e66bc,,0,f45cff8d-09f0-4b34-a9c7-d428a52e66bc,51.5002297068247,3.61718241895769,Middelburg,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
110,"ZO03B Zuidoost 3b Kromme H-Buurt",https://npropendata.rdw.nl/parkingdata/v2/static/f7889708-7663-4ce1-8967-2267b4618bfd,,0,f7889708-7663-4ce1-8967-2267b4618bfd,52.3058730081506,4.9572828401708,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
111,"T12B_U01 10c Van Wou_1",https://npropendata.rdw.nl/parkingdata/v2/static/a3bba270-ce51-4e85-b19b-7880f93ccb3e,,0,a3bba270-ce51-4e85-b19b-7880f93ccb3e,52.3561736785452,4.90022510916408,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
112,"Carpoolparkeren, Akkerweg, Tholen (Tholen)",https://npropendata.rdw.nl/parkingdata/v2/static/7bbb4084-473b-491c-8a55-e7e27a1c69fb,,0,7bbb4084-473b-491c-8a55-e7e27a1c69fb,,,,,,,bad,carpool,0,,0,,0,1
113,"Centrum West A1",https://npropendata.rdw.nl/parkingdata/v2/static/c0b0c7fb-96e6-4fb5-b59a-d5b33281eb80,,0,c0b0c7fb-96e6-4fb5-b59a-d5b33281eb80,50.8495524098832,5.68912110422416,Maastricht,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,0
114,"Omgeving Stationsgebied",https://npropendata.rdw.nl/parkingdata/v2/static/acf02dc0-0123-4e03-ace4-1f215e490386,,0,acf02dc0-0123-4e03-ace4-1f215e490386,52.2837498328046,5.15702600073228,"Gooise Meren",nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
115,Zeilmarkt,https://npropendata.rdw.nl/parkingdata/v2/static/57da766e-3f06-4c1b-aa06-a92a4b829cca,,0,57da766e-3f06-4c1b-aa06-a92a4b829cca,51.4417907424744,3.57800987656658,Vlissingen,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
116,"P+R Stationsplein (Raalte)",https://npropendata.rdw.nl/parkingdata/v2/static/93517551-a048-42d4-85bf-264cc2d4ef08,,0,93517551-a048-42d4-85bf-264cc2d4ef08,52.391104,6.277775,Raalte,nl,Overijssel,Oost-Nederland,average,"park and ride",1,79,0,0.0,1,1
117,"Beverwijk (vergunningen)",https://npropendata.rdw.nl/parkingdata/v2/static/1199de1d-2920-40a8-89d7-17278c8e5003,,0,1199de1d-2920-40a8-89d7-17278c8e5003,,,,,,,onstreet,onstreet,0,,0,,0,0
118,"Straatparkeren Tariefzone A (Oss)",https://npropendata.rdw.nl/parkingdata/v2/static/ceba03ba-d131-4ec5-8d1b-32ae1674e8fe,,0,ceba03ba-d131-4ec5-8d1b-32ae1674e8fe,51.767259611266,5.52502302443104,Oss,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
119,"Tariefgebied Hoog beperkt",https://npropendata.rdw.nl/parkingdata/v2/static/e00954dc-725a-4bd9-aa20-577830f83d92,,0,e00954dc-725a-4bd9-aa20-577830f83d92,51.5219731333463,5.97568506003769,Venray,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
120,meiveld,https://npropendata.rdw.nl/parkingdata/v2/static/afe41f5f-5b7e-4e74-893b-9393eae57bf5,,0,afe41f5f-5b7e-4e74-893b-9393eae57bf5,51.4217824862206,5.40536602243497,Veldhoven,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
121,"BZ Clarissenstraat",https://npropendata.rdw.nl/parkingdata/v2/static/70116e79-b714-4a67-a7c4-bc18363f0db4,,0,70116e79-b714-4a67-a7c4-bc18363f0db4,52.704163939941,5.28812926004546,Enkhuizen,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
122,"Scheveningen Bad-Dorp Winkelstraten 1,70",https://npropendata.rdw.nl/parkingdata/v2/static/6d04f12e-4279-4c74-acf4-1102acf014b0,,0,6d04f12e-4279-4c74-acf4-1102acf014b0,52.1036653397685,4.27670720078092,"Den Haag",nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
123,"Gebiedscode KommelTT tbv mobiel parkeren",https://npropendata.rdw.nl/parkingdata/v2/static/54f2b4f5-3cb3-44d5-9cb1-cc2be74b5736,,0,54f2b4f5-3cb3-44d5-9cb1-cc2be74b5736,50.8454904555035,5.68687515086678,Maastricht,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
124,"Scheveningen Bad - Dorp",https://npropendata.rdw.nl/parkingdata/v2/static/24afc6e8-ed2a-4419-8d7c-3b564dd20596,,0,24afc6e8-ed2a-4419-8d7c-3b564dd20596,,,,,,,onstreet,onstreet,0,,0,,0,0
125,"WP60B_U02 WS WGF terrein",https://npropendata.rdw.nl/parkingdata/v2/static/d947a1e2-d630-4f09-bf49-a0ef976f478b,,0,d947a1e2-d630-4f09-bf49-a0ef976f478b,52.3863239955806,4.87472982735163,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
126,"Straatparkeren Achtergracht (Weesp)",https://npropendata.rdw.nl/parkingdata/v2/static/2ec2492e-26a9-44c4-bb56-f36a683614b6,,0,2ec2492e-26a9-44c4-bb56-f36a683614b6,52.3249776936,5.02394456298822,Weesp,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
127,"WP61H Westerpark 3.1 Houthaven Haparandadam",https://npropendata.rdw.nl/parkingdata/v2/static/eff580b1-2c3c-448f-8fc8-850d7335b16c,,0,eff580b1-2c3c-448f-8fc8-850d7335b16c,52.3972350789808,4.88208867449968,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
128,"Straatparkeren Gasper (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/711585a2-6d5b-4af5-8f14-aee2e709c58b,,0,711585a2-6d5b-4af5-8f14-aee2e709c58b,,,,,,,onstreet,onstreet,0,,0,,0,1
129,"kiss en ride terrein station",https://npropendata.rdw.nl/parkingdata/v2/static/e47b1b8d-2400-474c-9868-d26228b4e8f9,,0,e47b1b8d-2400-474c-9868-d26228b4e8f9,52.2611261966145,6.794125640671,Hengelo,nl,Overijssel,Oost-Nederland,onstreet,onstreet,0,,1,,0,1
130,"Straatparkeren de Heuvel (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/178edcfc-1d8a-4de8-b29d-ab01ad4ee824,,0,178edcfc-1d8a-4de8-b29d-ab01ad4ee824,,,,,,,onstreet,onstreet,0,,0,,0,1
131,"Parkeergarage Marktplein",https://npropendata.rdw.nl/parkingdata/v2/static/1c5821ea-fcbb-4cf9-ba94-97213c02302e,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/1c5821ea-fcbb-4cf9-ba94-97213c02302e,0,1c5821ea-fcbb-4cf9-ba94-97213c02302e,52.215498,5.963628,Apeldoorn,nl,Gelderland,Oost-Nederland,good,garage,1,700,1,2.0,1,1
132,"Straatparkeren Gebied F (Delft)",https://npropendata.rdw.nl/parkingdata/v2/static/63f336cd-cc5e-472b-9ebc-b8876c314b21,,0,63f336cd-cc5e-472b-9ebc-b8876c314b21,52.0048886729962,4.36431571919187,Delft,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,1,,0,1
133,"Meent Noord",https://npropendata.rdw.nl/parkingdata/v2/static/6fd1a223-1bde-42f7-b819-7092ac1643e7,,0,6fd1a223-1bde-42f7-b819-7092ac1643e7,51.4200195644944,5.40529585078454,Veldhoven,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
134,"Parkeergarage Osijlaan",https://npropendata.rdw.nl/parkingdata/v2/static/c836e8a7-97d7-43b9-9347-04593394ba15,http://opd.it-t.nl/Data/parkingdata/v1/zoetermeer/dynamic/a74d4f35-09b1-4466-8e0b-6f224933462c.json,0,c836e8a7-97d7-43b9-9347-04593394ba15,52.056523,4.499479,Zoetermeer,nl,Zuid-Holland,Zuidwest-Nederland,good,garage,1,125,1,1.9,1,1
135,"Kop van Oost",https://npropendata.rdw.nl/parkingdata/v2/static/c76d7a91-95cf-44b9-a0f1-14bb7dddfc45,,0,c76d7a91-95cf-44b9-a0f1-14bb7dddfc45,53.2170100004862,6.58292938588079,Groningen,nl,Groningen,Noord-Nederland,onstreet,onstreet,0,,1,,0,1
136,"Bedrijfsontheffing blauwe zone parkeerterrein sporthal Diemen",https://npropendata.rdw.nl/parkingdata/v2/static/ca03a2f2-55b9-41dc-9b8b-d8c1ad3fd7fe,,0,ca03a2f2-55b9-41dc-9b8b-d8c1ad3fd7fe,52.3381086672322,4.96899976122954,Diemen,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
137,"BL90_U01 BL4 BosenLommerweg WS",https://npropendata.rdw.nl/parkingdata/v2/static/aee1dc69-ce5a-4603-9db9-6ef9cfa6da93,,0,aee1dc69-ce5a-4603-9db9-6ef9cfa6da93,,,,,,,onstreet,onstreet,0,,0,,0,0
138,"P+R Boelenhamstraat, Dodewaard (Neder-Betuwe)",https://npropendata.rdw.nl/parkingdata/v2/static/1c1c7725-09d9-41a4-9eb1-1b24ceaff745,,0,1c1c7725-09d9-41a4-9eb1-1b24ceaff745,,,,,,,bad,"park and ride",0,,0,,0,1
139,"P+R Stationsweg",https://npropendata.rdw.nl/parkingdata/v2/static/f90f7b88-1f06-4a70-8952-56666390b570,,1,f90f7b88-1f06-4a70-8952-56666390b570,,,,,,,bad,,1,,0,,1,0
140,Vliertstraat,https://npropendata.rdw.nl/parkingdata/v2/static/dc55620d-54c1-4e25-aa7c-c66975e50215,,0,dc55620d-54c1-4e25-aa7c-c66975e50215,51.6934246231432,5.30584237991782,"'s-Hertogenbosch",nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
141,"Straatparkeren Buiten Molenstraat (Culemborg)",https://npropendata.rdw.nl/parkingdata/v2/static/dee606ca-f61a-42e3-ab59-c2ce6c93f17d,,0,dee606ca-f61a-42e3-ab59-c2ce6c93f17d,51.9559265173379,5.22548562826651,Culemborg,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
142,"T11A  ma-za 09-24 zo 12-24",https://npropendata.rdw.nl/parkingdata/v2/static/42b6b70d-1124-41bf-abec-3d98c42d0495,,0,42b6b70d-1124-41bf-abec-3d98c42d0495,52.3749578907184,4.9013737143679,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
143,"Zone A max 1 uur",https://npropendata.rdw.nl/parkingdata/v2/static/9d623fc6-38a9-4a5f-9129-669f7a7585cf,,0,9d623fc6-38a9-4a5f-9129-669f7a7585cf,53.2010347433522,5.79289486544602,Leeuwarden,nl,"Fryslân",Noord-Nederland,onstreet,onstreet,0,,0,,0,1
144,Visserseiland,https://npropendata.rdw.nl/parkingdata/v2/static/66a77e6d-1806-4737-adf2-2dcb297cd8b0,,0,66a77e6d-1806-4737-adf2-2dcb297cd8b0,52.6340161882258,5.05679003846725,Hoorn,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
145,"BV_Sector F",https://npropendata.rdw.nl/parkingdata/v2/static/8a423006-c01d-4eeb-9dc3-c642402cb889,,0,8a423006-c01d-4eeb-9dc3-c642402cb889,51.8077938959649,4.67644189983329,Dordrecht,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,0
146,Torenplein,https://npropendata.rdw.nl/parkingdata/v2/static/c4f796cd-be78-4a0e-9dce-2dfc64b76a2e,,0,c4f796cd-be78-4a0e-9dce-2dfc64b76a2e,52.140289668814,5.58284270829728,Barneveld,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
147,"Centrumzone Nw Ginnekenstraat",https://npropendata.rdw.nl/parkingdata/v2/static/e0626634-ebca-4a1a-b244-2c3725640e2a,,0,e0626634-ebca-4a1a-b244-2c3725640e2a,51.5820267802857,4.77720543070303,Breda,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
148,"Zone 9 Verg.houders West",https://npropendata.rdw.nl/parkingdata/v2/static/7ab98959-7012-4d83-831c-264fb7b2b428,,0,7ab98959-7012-4d83-831c-264fb7b2b428,51.4209677326035,5.40227467075437,Veldhoven,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
149,Zone1f,https://npropendata.rdw.nl/parkingdata/v2/static/34b68bb5-f89e-4d6c-b53c-2a4288e6d021,,0,34b68bb5-f89e-4d6c-b53c-2a4288e6d021,51.2538704867372,5.70427608173564,Weert,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
150,"Garage Masiusplein (Zevenaar)",https://npropendata.rdw.nl/parkingdata/v2/static/6ea76af6-0df3-4f41-868f-67014e78dc72,,0,6ea76af6-0df3-4f41-868f-67014e78dc72,51.926979,6.07458,Zevenaar,nl,Gelderland,Oost-Nederland,average,garage,1,340,0,2.05,1,1
151,"Carpool Delden-Hengelo A35 (Hengelo)",https://npropendata.rdw.nl/parkingdata/v2/static/c53516ad-c2a4-49a1-95bf-9d170d70a77e,,0,c53516ad-c2a4-49a1-95bf-9d170d70a77e,52.265568,6.752371,Hengelo,nl,Overijssel,Oost-Nederland,good,carpool,1,26,1,0.0,1,1
152,Zuidend,https://npropendata.rdw.nl/parkingdata/v2/static/594b7cc5-9a69-4236-a297-e121bfc74d44,,0,594b7cc5-9a69-4236-a297-e121bfc74d44,53.0302588269729,5.65874725211824,"Súdwest-Fryslân",nl,"Fryslân",Noord-Nederland,onstreet,onstreet,0,,0,,0,1
153,Rosegracht,https://npropendata.rdw.nl/parkingdata/v2/static/89967f5b-f631-460c-8cb3-e10d82de62bc,,0,89967f5b-f631-460c-8cb3-e10d82de62bc,51.335455867638,3.82946213477882,Terneuzen,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
154,Wildlands,https://npropendata.rdw.nl/parkingdata/v2/static/e52e37d2-87f1-43aa-981f-1667ea5efa64,https://npropendata.rdw.nl/parkingdata/v2/dynamic/e52e37d2-87f1-43aa-981f-1667ea5efa64,1,e52e37d2-87f1-43aa-981f-1667ea5efa64,52.7791977,6.890638,Emmen,nl,Drenthe,Noord-Nederland,bad,,1,,0,,1,0
155,"2,00/ 1 uur",https://npropendata.rdw.nl/parkingdata/v2/static/8ee80f58-eb55-4573-9509-968d647521dd,,0,8ee80f58-eb55-4573-9509-968d647521dd,50.8881644234865,5.97403180835182,Heerlen,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
156,City-sporthal,https://npropendata.rdw.nl/parkingdata/v2/static/5d4031f9-c9dd-4e92-9416-18bf91cc0471,,0,5d4031f9-c9dd-4e92-9416-18bf91cc0471,51.4817324339213,5.65548094040022,Helmond,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
157,Randduin,https://npropendata.rdw.nl/parkingdata/v2/static/69df4c8b-b7e4-46fe-b219-fd009ab69b49,,0,69df4c8b-b7e4-46fe-b219-fd009ab69b49,51.5757848917722,3.53889676241493,Oostkapelle,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
158,"Zone 520",https://npropendata.rdw.nl/parkingdata/v2/static/dce69ba9-8d64-4c81-be59-e86fdb65eb13,,0,dce69ba9-8d64-4c81-be59-e86fdb65eb13,51.9118817062648,4.42989497937833,Rotterdam,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
159,Gowthorpestraat,https://npropendata.rdw.nl/parkingdata/v2/static/0469282c-109c-4850-8491-90aebae8af4b,,0,0469282c-109c-4850-8491-90aebae8af4b,52.1387531535979,5.58471327687445,Barneveld,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
160,Benoordenhout,https://npropendata.rdw.nl/parkingdata/v2/static/1056b055-3b6d-49ea-a8f5-0d4218a1a53f,,0,1056b055-3b6d-49ea-a8f5-0d4218a1a53f,52.0948601749825,4.31986547685772,"Den Haag",nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
161,Heugemerveld,https://npropendata.rdw.nl/parkingdata/v2/static/aebc4309-625f-4a04-a7b7-6c2f4ba499f3,,0,aebc4309-625f-4a04-a7b7-6c2f4ba499f3,50.8427748432245,5.70845446560249,Maastricht,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,0
162,"CE01 Centrum 1",https://npropendata.rdw.nl/parkingdata/v2/static/fc653512-ea99-4c92-9035-f9440047b71d,,0,fc653512-ea99-4c92-9035-f9440047b71d,52.3735145860398,4.90284652646729,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
163,Abstede,https://npropendata.rdw.nl/parkingdata/v2/static/a87ef61f-35b0-449c-9a0f-8019c15c0651,,0,a87ef61f-35b0-449c-9a0f-8019c15c0651,52.082459852044,5.13242756668262,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
164,"GAR029P10 P10 Zuidoost",https://npropendata.rdw.nl/parkingdata/v2/static/fb51c450-b89f-422a-b4a8-3b588c845d72,,0,fb51c450-b89f-422a-b4a8-3b588c845d72,,,,,,,onstreet,onstreet,0,,0,,0,0
165,"ZB67A Oost-8",https://npropendata.rdw.nl/parkingdata/v2/static/6af814a0-1f4f-4b6e-b1ee-9f3dd6025bf3,,0,6af814a0-1f4f-4b6e-b1ee-9f3dd6025bf3,52.3690408678038,4.94162458514631,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
166,"T16C_U13 PO Oldenaller/Cannenburg (beeindigd per 1 nov 2015)",https://npropendata.rdw.nl/parkingdata/v2/static/489a7c63-4404-44b8-94b3-dea70c9bd532,,0,489a7c63-4404-44b8-94b3-dea70c9bd532,52.3311722689696,4.86540236496047,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
167,"Straatparkeren Het Jach (Culemborg)",https://npropendata.rdw.nl/parkingdata/v2/static/d7081a35-906c-4c2a-bb39-2c7a8965ec67,,0,d7081a35-906c-4c2a-bb39-2c7a8965ec67,51.9552817625631,5.2246811058589,Culemborg,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
168,"P+R Meerssen (Meerssen)",https://npropendata.rdw.nl/parkingdata/v2/static/b69505fd-e74c-4379-9a90-ffa5c4730b49,,0,b69505fd-e74c-4379-9a90-ffa5c4730b49,50.882445,5.751424,Meerssen,nl,Limburg,Zuid-Nederland,average,"park and ride",1,94,0,0.0,1,1
169,"bezoekersparkeren blauwe zone Almere Buiten",https://npropendata.rdw.nl/parkingdata/v2/static/7b2f5e9c-d498-45dc-9729-e49186f1f687,,0,7b2f5e9c-d498-45dc-9729-e49186f1f687,52.391811,5.275726,Almere,nl,Flevoland,Noordwest-Nederland,onstreet,onstreet,0,,1,,0,1
170,"Floridagarage (Almere Buiten)",https://npropendata.rdw.nl/parkingdata/v2/static/4ce5abce-08f9-4b79-880a-132355273f2f,,0,4ce5abce-08f9-4b79-880a-132355273f2f,52.39357,5.27605,Almere,nl,Flevoland,Noordwest-Nederland,average,garage,1,,1,,0,1
